"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "protein" "chr"
"evgLocus_254724" 202.053408993524 5.20177707309699 0.955069626110396 5.4464899007224 5.1373518663835e-08 1.82280855110941e-06 "." "chr_27"
"evgLocus_240679" 250.686529783268 6.99555414345739 1.2845331361743 5.44598963347266 5.15181370073966e-08 1.82396604196187e-06 "RL22_PIG" "chr_15"
"evgLocus_95318" 159.781758903813 9.13039266757995 1.68048431214289 5.4331912542148 5.53550216996148e-08 1.94771474332919e-06 "DDX17_DROME" "chr_07"
"evgLocus_331788" 130.963431110067 8.85434354424656 1.62994612940359 5.43229213807602 5.56347422890416e-08 1.95273149336063e-06 "." NA
"evgLocus_378578" 152.008977762993 10.5468376260767 1.94215232193596 5.43048941473525 5.61997130329154e-08 1.96831941172916e-06 "." "chr_06"
"evgLocus_313241" 115.765122314709 10.1537586513854 1.86992979793027 5.43002131022462 5.63473231418966e-08 1.96925430190757e-06 "." "chr_11"
"evgLocus_680989" 2359.83483521125 4.36982916527176 0.80619589590926 5.42030688501992 5.94968120025092e-08 2.04423012715794e-06 "RL38_LYSTE" "chr_15"
"evgLocus_502077" 847.045032562678 9.54400292229154 1.76397556361679 5.41050744644266 6.28464097177836e-08 2.14573716701011e-06 "." "chr_10"
"evgLocus_604134" 112.570391255516 10.1134526872741 1.87086948413637 5.40574998578411 6.45377677749125e-08 2.19428410434702e-06 "NPC1_HUMAN" "chr_05"
"evgLocus_449509" 144.305688780101 10.4726510827045 1.93828007533627 5.40306388945758 6.55121120930303e-08 2.21929523964037e-06 "RUXG_DROME" "chr_28"
"evgLocus_288314" 518.166969136212 7.38220427845162 1.36725966533302 5.39927013546002 6.69125564462257e-08 2.25618611652843e-06 "." "chr_16"
"evgLocus_402600" 211.053558360513 11.0209768054808 2.04203067816833 5.39706720535973 6.7739020162018e-08 2.27463439661572e-06 "." NA
"evgLocus_286177" 3696.84471563773 10.0498150981456 1.8623821125117 5.39621543325066 6.80612194639928e-08 2.27727466723368e-06 "RS12_DROME" "chr_26"
"evgLocus_540142" 78.9163872820244 9.60157358393813 1.78355417891514 5.38339328148606 7.3094591397481e-08 2.41954982825076e-06 "." "chr_11"
"evgLocus_38873" 135.037485360066 10.376051282408 1.92982005124371 5.37669368484429 7.58660807508374e-08 2.50619673652766e-06 "." "chr_20"
"evgLocus_280056" 232.023605558847 5.54319305767484 1.03192160148384 5.37171917876712 7.79894978969979e-08 2.57112745496054e-06 "." "chr_08"
"evgLocus_301966" 116.223214633768 10.1607044335565 1.89196780464203 5.37044256705993 7.85436454365017e-08 2.5841652718765e-06 "." "chr_18"
"evgLocus_470427" 144.730651959355 8.98962005985664 1.67429401410519 5.36920038184636 7.90865084645744e-08 2.5915550842134e-06 "." "chr_05"
"evgLocus_279542" 1343.96752879383 13.6915237932518 2.5530286925983 5.36285543243052 8.19165664656767e-08 2.65755617820719e-06 "ENTK_BOVIN" "chr_10"
"evgLocus_119027" 5360.70352081541 10.9706282119251 2.04672322948536 5.36009366282692 8.31788153962942e-08 2.68213904189648e-06 "OVO_DROME" "chr_17"
"evgLocus_175196" 172.508469742908 9.232116617264 1.72263396389269 5.35930256268831 8.35438391958121e-08 2.68361926063707e-06 "." "chr_11"
"evgLocus_484604" 259.871858588878 5.24736817989846 0.979862601087858 5.35520814252198 8.54579845052065e-08 2.73970223553503e-06 "." "chr_05"
"evgLocus_312293" 81.6286254773006 9.65051782251978 1.80270303162833 5.35335973435556 8.6335965541395e-08 2.76241165973901e-06 "." "chr_20"
"evgLocus_315542" 16489.3769960586 5.47730114494306 1.02557580522319 5.34070823146132 9.2584162977392e-08 2.9164906735973e-06 "RL38_PLUXY" "chr_15"
"evgLocus_728321" 110.805662914859 6.03045955127866 1.12944724193062 5.33930167554393 9.33052749343637e-08 2.93353225401747e-06 "." "chr_12"
"evgLocus_41511" 488.988813033605 7.98891302176409 1.49641720703155 5.33869363719211 9.36186841078372e-08 2.93771462308331e-06 "." NA
"evgLocus_323221" 2993.74739681133 4.97461071037676 0.931879380886022 5.33825601511534 9.38448838422375e-08 2.93914957356669e-06 "RL11_DROME" NA
"evgLocus_209541" 92.9863042267777 4.74659283519835 0.889514976168985 5.33615842606861 9.49364597059386e-08 2.96232925909252e-06 "." "chr_04"
"evgLocus_486163" 3143.75081203524 10.0902537273176 1.89092928771358 5.33613487975439 9.49487825891131e-08 2.96232925909252e-06 "." "chr_01"
"evgLocus_169881" 577.675800004107 12.4732712442636 2.33874162718933 5.33332587886322 9.64300276456453e-08 3.00279049758505e-06 "." "chr_01"
"evgLocus_509648" 191.894312583061 4.77053291441664 0.894929268764328 5.33062564933601 9.78749875070069e-08 3.04196955446396e-06 "RAD21_XENLA" "chr_03"
"evgLocus_254967" 98.6922088674618 4.5834475528321 0.864175061391536 5.30384149879494 1.13390776357983e-07 3.47774422554823e-06 "." "chr_11"
"evgLocus_137795" 113.829613152095 7.69995147509878 1.45250920223688 5.30113782634959 1.15083163711386e-07 3.50982098165475e-06 "." "chr_13"
"evgLocus_258732" 96.9308000984544 8.51228508841131 1.60859200378557 5.29176140897069 1.21143872608403e-07 3.66038795788582e-06 "." "chr_03"
"evgLocus_767273" 111.519807140514 4.81558252636672 0.910499466864884 5.28894601437625 1.23023191366844e-07 3.71028832333413e-06 "." NA
"evgLocus_409253" 148.70383892789 5.8394444274302 1.10498580268647 5.28463299096985 1.25957018078463e-07 3.7917486070718e-06 "." "chr_02"
"evgLocus_228527" 66.5721322397651 9.35589734617459 1.77090011891997 5.28313101694327 1.26994500967435e-07 3.80889952625349e-06 "." NA
"evgLocus_14990" 959.903852224974 8.18007086842343 1.54941745664539 5.27944927517077 1.29572742366976e-07 3.87908397461135e-06 "1433Z_BOMMO" "chr_10"
"evgLocus_419354" 647.888379676105 11.2822421239662 2.1409652940572 5.2696987453664 1.3664784237232e-07 4.04863747204233e-06 "." "chr_20"
"evgLocus_2011" 2031.07817294253 5.2242573553352 0.991602136328208 5.26850151279427 1.37541909358621e-07 4.06534942979039e-06 "YBOXH_APLCA" "chr_Z"
"evgLocus_361847" 76.9363944167906 9.56427563572859 1.81646882967223 5.2653122803403 1.39951258600894e-07 4.11416281150571e-06 "." "chr_11"
"evgLocus_231600" 89.8129797806877 9.78866502885525 1.86021209715615 5.2621230900605 1.42401375267264e-07 4.16364236553441e-06 "." "chr_01"
"evgLocus_476695" 717.669296413942 9.05152240953437 1.72067034772511 5.26046283153618 1.43693249151572e-07 4.19388576287186e-06 "PEBPH_CAEEL" "chr_23"
"evgLocus_310665" 195.6449150134 10.9114598560639 2.07486944495936 5.25886574819054 1.44946657945499e-07 4.22290030644079e-06 "ANX10_DROME" NA
"evgLocus_584545" 255.797188846653 6.88489776028869 1.31024791611604 5.25465270778492 1.48304050629176e-07 4.31255206915391e-06 "." "chr_03"
"evgLocus_332891" 95.8797545308739 8.49804970537124 1.61806556992557 5.25198104657906 1.50471949557955e-07 4.35272854440649e-06 "COPZ1_BOVIN" "chr_24"
"evgLocus_311429" 110.293703051686 8.60420079880018 1.63846340037651 5.25138419132401 1.50960434704567e-07 4.35911638226698e-06 "." "chr_01"
"evgLocus_704137" 124.516081174889 4.80681295524667 0.91548127379866 5.25058577692308 1.51616280715163e-07 4.37030574818965e-06 "." "chr_28"
"evgLocus_281875" 542.80525922864 5.44775342840481 1.03771458938379 5.24976085345372 1.5229679625408e-07 4.38216541306352e-06 "." "chr_01"
"evgLocus_224380" 168.466677174082 4.15130369794336 0.791007478847791 5.24812193178033 1.53657589521703e-07 4.4135229328932e-06 "." "chr_02"
"evgLocus_297327" 127.561449005998 7.50288102600794 1.43262582229065 5.23715328124651 1.63072255525943e-07 4.66747759841038e-06 "." "chr_19"
"evgLocus_625234" 658.056307320972 9.71350434018641 1.85553125601612 5.23489125213745 1.65082029961885e-07 4.71671217536713e-06 "." "chr_11"
"evgLocus_266595" 7289.41976834288 9.95350035769277 1.90267679191829 5.2313143251501 1.68309036442866e-07 4.76574018452919e-06 "." NA
"evgLocus_119740" 56.8506309680232 9.12788315586827 1.74693671507071 5.22507946459801 1.74080332565659e-07 4.87125824083218e-06 "BTBD3_MOUSE" "chr_08"
"evgLocus_760737" 66.3593274556135 9.35106920298418 1.78953569298028 5.22541642486661 1.73763594128518e-07 4.87125824083218e-06 "." NA
"evgLocus_792357" 128.7717471103 5.40095799381293 1.03590383537763 5.21376387398357 1.85046988610987e-07 5.11659636081245e-06 "." "chr_06"
"evgLocus_489046" 495.914286186076 5.50630344729672 1.05662806834828 5.21120308293928 1.87619932078665e-07 5.17018310293256e-06 "." "chr_20"
"evgLocus_110190" 189.654855406214 10.8665797619226 2.08583850069816 5.20969373145879 1.89152608436674e-07 5.19483875379372e-06 "." "chr_20"
"evgLocus_608372" 94.4014691829007 5.70056428903898 1.09460940967464 5.20785244367066 1.91038743074194e-07 5.22022981494349e-06 "." "chr_03"
"evgLocus_772628" 65.2470792937526 9.32633991214194 1.790617569373 5.20844878977015 1.90425890522419e-07 5.22022981494349e-06 "." "chr_28"
"evgLocus_17537" 188.229697164359 3.76634973660964 0.723326514032706 5.20698420912487 1.91934419400546e-07 5.23591952153651e-06 "." NA
"evgLocus_282674" 84.0065684842319 6.35668610657603 1.22094368371149 5.2063712613285 1.92569183140259e-07 5.2444510311409e-06 "." "chr_06"
"evgLocus_422648" 108.949771521245 10.0661866272271 1.9339073620881 5.20510280097301 1.93889241282568e-07 5.2715862830182e-06 "." "chr_12"
"evgLocus_322177" 64.4493150565332 9.31015258107782 1.78987244336001 5.2015732269728 1.97608582944869e-07 5.35483091820322e-06 "." "chr_12"
"evgLocus_279491" 1025.06102799574 11.7025535057026 2.25074721353035 5.19940819446661 1.99924041740378e-07 5.39960687194659e-06 "LAC4_TRAVI" NA
"evgLocus_310389" 86.3784503757464 9.73185428885226 1.8735162277918 5.19443287679585 2.05344843470155e-07 5.52767953843792e-06 "SRR55_DROME" "chr_09"
"evgLocus_44971" 386.12046917199 11.8922613541759 2.29197368295679 5.18865528108251 2.11818091319562e-07 5.68314569230707e-06 "RS12_DROME" "chr_26"
"evgLocus_124533" 382.891524206477 4.9722956969957 0.958420023269561 5.18801316361607 2.1254958231136e-07 5.68624431633123e-06 "." "chr_11"
"evgLocus_541288" 103.228806358856 6.0316426853667 1.16262745107393 5.18794105523245 2.12631879445273e-07 5.68624431633123e-06 "." "chr_19"
"evgLocus_427833" 359.498018683656 9.33610639987887 1.80027585662524 5.18593101469468 2.14938366797961e-07 5.73850203552719e-06 "." "chr_20"
"evgLocus_758443" 1856.91541830804 5.23156601896792 1.01081937657313 5.17556958267253 2.2721672746506e-07 6.04648958087577e-06 "." "chr_04"
"evgLocus_155031" 444.3690833912 7.13497510021464 1.37950225150736 5.17213733607058 2.31431379681071e-07 6.14859942819888e-06 "." "chr_18"
"evgLocus_267810" 1133.8149429551 12.0963340406636 2.34086045241579 5.16747336569342 2.37279766920277e-07 6.27327643516824e-06 "." "chr_24"
"evgLocus_564378" 366.262309792214 11.8161554774602 2.2928690268991 5.15343673748363 2.55755379973812e-07 6.65372542851998e-06 "ATP5H_DROME" "chr_07"
"evgLocus_54219" 534.194171332623 6.12691955157126 1.18916821092828 5.15227324045983 2.57347702284958e-07 6.68447317290721e-06 "." "chr_03"
"evgLocus_543197" 163.626618485705 10.6532484445175 2.06782147385412 5.15191885722192 2.5783459870531e-07 6.68645585113802e-06 "." "chr_19"
"evgLocus_170648" 48.0732487183628 8.88638315044182 1.72742733147392 5.14428768639407 2.68537755457287e-07 6.88725336279902e-06 "H3_URECA" NA
"evgLocus_330638" 199.383429770011 10.9383426537305 2.12672033307785 5.14329151962366 2.69966211145939e-07 6.91300269610497e-06 "E75_MANSE" "chr_20"
"evgLocus_279444" 589.150361591521 4.00774837705093 0.779824224558873 5.13929710162315 2.75768081878473e-07 7.05048505725715e-06 "." "chr_12"
"evgLocus_295809" 2138.17789549114 9.37871644832127 1.82635356696933 5.13521402314471 2.81823120283066e-07 7.18274074636935e-06 "HR3_GALME" "chr_24"
"evgLocus_775989" 20287.6150220864 5.07417235132796 0.988509648099868 5.13315409827474 2.84926433174909e-07 7.25048732919776e-06 "NU1M_LOCMI" NA
"evgLocus_363850" 174.71244132653 4.63349723397404 0.903018214709897 5.13112267116627 2.88019119015408e-07 7.29499124772152e-06 "RT12_DROME" "chr_16"
"evgLocus_167925" 101.874903287481 9.96936990416616 1.94317989679588 5.1304410469688 2.89064082194839e-07 7.3100895071819e-06 "TPM2_BOMMO" "chr_04"
"evgLocus_834706" 93.0544490596691 5.88407778105723 1.1469776112662 5.1300720460982 2.89631305031059e-07 7.31307819183849e-06 "DDX46_HUMAN" "chr_05"
"evgLocus_336156" 1290.49359839112 8.18045483223802 1.59672413183217 5.12327375102129 3.00275899951698e-07 7.53512065733952e-06 "." NA
"evgLocus_321647" 74.3655725091007 9.51678828349789 1.85849004952881 5.12070983964144 3.04387696776672e-07 7.62655081493059e-06 "MODSP_DROME" NA
"evgLocus_560255" 192.424388905595 4.65395979118774 0.909220111154436 5.11862829923396 3.0776584016983e-07 7.6830358111033e-06 "LGUL_RAT" "chr_22"
"evgLocus_330684" 3079.81442377216 5.73758128077607 1.12245911968071 5.11161714504861 3.1941265631762e-07 7.94191529891414e-06 "." NA
"evgLocus_180910" 213.408524409406 6.53278282555647 1.27826039644816 5.11068233335618 3.20997338899365e-07 7.95254590447996e-06 "." "chr_27"
"evgLocus_422933" 122.359886678744 10.2337115281768 2.00320110915879 5.10867904444915 3.24418894549342e-07 8.00528199489482e-06 "." "chr_07"
"evgLocus_795890" 267.226684754271 5.91214931928965 1.15765327133366 5.10701214749613 3.27292715769957e-07 8.06397756282831e-06 "." NA
"evgLocus_280444" 51.1658000363327 8.9769026781117 1.76006518778684 5.10032397686333 3.39072589190673e-07 8.3290138575555e-06 "." "chr_Z"
"evgLocus_887892" 97.3743639853246 9.90488373445655 1.94233002689587 5.09948546194594 3.40578025792737e-07 8.34083267377521e-06 "." NA
"evgLocus_255821" 71.846838384739 9.46553318230416 1.85631854541891 5.09908884208669 3.41292347140808e-07 8.34577652482762e-06 "." NA
"evgLocus_823132" 138.105067594635 8.90523569986882 1.74670793800748 5.09829691964833 3.42722946499592e-07 8.3681947626572e-06 "." "chr_29"
"evgLocus_449171" 68.4424983086979 4.63168917619041 0.909026215500525 5.09522068474134 3.48335244864022e-07 8.49249670337644e-06 "." "chr_29"
"evgLocus_209856" 369.631345515464 4.50424852655714 0.884088545331694 5.09479344613296 3.491216826018e-07 8.49894726883843e-06 "." "chr_07"
"evgLocus_468950" 53.4227212785067 9.03893255063536 1.77469372061704 5.09323521328098 3.52004543376762e-07 8.55633730363275e-06 "HEM1_RAT" NA
"evgLocus_485604" 106.723963485695 10.0371010969238 1.97087115273644 5.09272312550106 3.52956954813996e-07 8.56670188688634e-06 "." "chr_02"
"evgLocus_480367" 107.307918751527 10.0443978868552 1.97335250547067 5.09001704409597 3.5803133177863e-07 8.66977481813667e-06 "." "chr_17"
"evgLocus_726451" 515.014429086869 4.47988036025848 0.880179199740775 5.08973668268674 3.58561066080058e-07 8.66977481813667e-06 "." "chr_29"
"evgLocus_610212" 71.9535977482651 5.62482165919184 1.1062490700438 5.08458882498238 3.68423321459753e-07 8.88909957524968e-06 "." "chr_17"
"evgLocus_373636" 98.0629112918024 7.66443737619066 1.50792276166699 5.08277848907707 3.71953382796324e-07 8.96099525476468e-06 "." "chr_Z"
"evgLocus_791077" 48.04636739663 8.88524722438467 1.75003875105998 5.07717170205686 3.83094650695647e-07 9.1886295747118e-06 "ARHGH_HUMAN" "chr_09"
"evgLocus_143259" 44.2790839697635 8.76753013006969 1.73191411979944 5.06233538363032 4.14151624453717e-07 9.81786514680237e-06 "ELF1_DROME" "chr_10"
"evgLocus_239695" 81.2152643152963 6.18128474300595 1.22130341143229 5.06121958322937 4.16583096446903e-07 9.86115161153235e-06 "." "chr_24"
"evgLocus_168472" 5123.88670927791 8.38259017265276 1.65788427462734 5.05619740831247 4.27698616288114e-07 1.00657509607922e-05 "NOB1_BOVIN" "chr_10"
"evgLocus_835100" 67.4709392676213 6.27760183719062 1.24194818754265 5.05464068481928 4.31201806717005e-07 1.01043922650261e-05 "RM52_DROME" "chr_07"
"evgLocus_479547" 153.088841716727 9.04463147532906 1.79090010294052 5.05032718490466 4.41053968330505e-07 1.03056024795274e-05 "." "chr_03"
"evgLocus_322994" 180.190826483633 10.7922939955014 2.13813711833358 5.04752193063871 4.47577408193675e-07 1.04281053931934e-05 "." "chr_08"
"evgLocus_812156" 109.79898026502 6.11796465586378 1.2124179366045 5.04608557095232 4.50953501372093e-07 1.04767884783822e-05 "." "chr_11"
"evgLocus_343103" 1608.39475061719 10.3103489419329 2.04576405867077 5.03985242004497 4.6589096775945e-07 1.07776992910943e-05 "." "chr_24"
"evgLocus_880901" 292.092691493431 5.24032006954339 1.04017475701412 5.03792274731411 4.70611300854422e-07 1.08714548166172e-05 "MTAP2_RAT" "chr_03"
"evgLocus_332621" 50.3946926411179 8.95350392435091 1.77786828288528 5.03608957454394 4.75138282006767e-07 1.0946400406266e-05 "TPPC4_MOUSE" "chr_19"
"evgLocus_676763" 143.02518728171 7.32827395692533 1.45539956569659 5.03523165022923 4.77271308064916e-07 1.09493829592535e-05 "ATP5J_DROME" "chr_08"
"evgLocus_332218" 1427.43682481491 13.7784285142352 2.73726443602222 5.0336490449779 4.81230339156892e-07 1.10074681229061e-05 "." "chr_20"
"evgLocus_287630" 110.797232875966 7.45015302059389 1.48351192373438 5.02197043475049 5.11440573970894e-07 1.15685016495694e-05 "LSM6_MOUSE" NA
"evgLocus_343410" 127.228247332742 4.65758076446273 0.927844967846305 5.01978339686834 5.1729776177414e-07 1.16524361663259e-05 "." "chr_17"
"evgLocus_374975" 58.4824253381404 9.17013942830119 1.82756938200359 5.01766965380424 5.23020091859351e-07 1.17488347807192e-05 "PSB6_MOUSE" "chr_11"
"evgLocus_375280" 930.455873006261 6.00365131208412 1.19718893628003 5.01479017233402 5.30913725097829e-07 1.18770067677792e-05 "." "chr_12"
"evgLocus_284253" 101.931691428166 9.97011283705037 1.99195703924513 5.00518467046289 5.58085015549509e-07 1.24336149975914e-05 "." "chr_01"
"evgLocus_324362" 19629.5219341694 5.18400747196675 1.0371024501001 4.99854905507781 5.77633125926295e-07 1.27224089242358e-05 "RS17_SPOFR" "chr_26"
"evgLocus_76893" 108.898179043631 6.58030046661365 1.31821895411213 4.99181144838396 5.98156335238771e-07 1.31288060319388e-05 "." "chr_06"
"evgLocus_240366" 915.400517995729 13.1374656986614 2.6358651524325 4.98411904210561 6.22447509419725e-07 1.35425499603169e-05 "." "chr_24"
"evgLocus_359765" 481.829645127017 10.6329065264119 2.13630899620605 4.97723248148804 6.44998353618577e-07 1.39686744508406e-05 "." NA
"evgLocus_265498" 92.9727901957768 4.94676353464253 0.994341302845229 4.97491507240799 6.52762520747794e-07 1.40993241550379e-05 "." "chr_01"
"evgLocus_164827" 234.928211536334 6.27932924879522 1.26360712947374 4.96936832843797 6.7171366200394e-07 1.44702760574023e-05 "." "chr_26"
"evgLocus_182209" 274.112017479631 6.90260212995683 1.39107869345423 4.96205007124131 6.97530070602695e-07 1.49867740499149e-05 "." "chr_28"
"evgLocus_822244" 48.5207840261879 8.89875935730676 1.79380232473901 4.96083611587553 7.01903930083972e-07 1.50608793219336e-05 "ZC3H4_MOUSE" "chr_12"
"evgLocus_858147" 114.731730962108 6.96702621953162 1.40462182049855 4.96007261019109 7.04668351404428e-07 1.50764156360594e-05 "." "chr_05"
"evgLocus_313101" 8616.03570662589 4.51701366128066 0.910883436847019 4.9589370917931 7.08799128609551e-07 1.51073724796911e-05 "RL11_DROME" NA
"evgLocus_766427" 3697.03635427482 5.51312980888207 1.11180778547063 4.95870768394406 7.09636494348747e-07 1.51073724796911e-05 "." "chr_18"
"evgLocus_882581" 168.248966778372 5.43335905084983 1.09615328604276 4.95675114058627 7.16816942709797e-07 1.52403142675871e-05 "." "chr_14"
